UF,UPA,V1028,V2007,V2009,VD4016
Tocantins,170006271,111.84424709,Homem,58,998
Tocantins,170006271,111.84424709,Mulher,25,998
Tocantins,170006271,111.66655448,Mulher,37,998
Tocantins,170006271,104.95168013,Homem,18,600
Tocantins,170006271,118.46365209,Homem,19,998
Tocantins,170006271,123.59661335,Homem,36,1000
Tocantins,170006271,123.59661335,Mulher,36,998
Tocantins,170006271,142.92718907,Homem,32,1200
Tocantins,170006271,106.86339819,Homem,79,170
Tocantins,170006271,106.86339819,Mulher,27,1700
Tocantins,170007070,149.05410958,Homem,40,800
Tocantins,170007070,149.05410958,Mulher,39,800
Tocantins,170007070,112.78954146,Mulher,71,100
Tocantins,170007070,132.59945594,Homem,37,800
Tocantins,170007070,152.75240972,Homem,33,3200
Tocantins,170007070,152.75240972,Mulher,37,3000
Tocantins,170007070,136.60253009,Mulher,36,998
Tocantins,170007070,137.99838005,Homem,52,3400
Tocantins,170007070,137.99838005,Mulher,49,998
Tocantins,170007070,137.99838005,Homem,27,1400
Tocantins,170007070,116.43895975,Homem,63,1500
Tocantins,170007070,116.43895975,Mulher,34,1500
Tocantins,170007070,130.08945467,Mulher,41,998
Tocantins,170007070,128.66024413,Homem,39,1500
Tocantins,170007070,122.86864597,Homem,56,50
Tocantins,170007070,146.19488316,Homem,32,1000
Tocantins,170007070,146.19488316,Mulher,44,998
Tocantins,170007070,136.98754883,Homem,50,998
Tocantins,170010780,202.14816072,Mulher,39,5000
Tocantins,170010780,154.03234945,Homem,73,350
Tocantins,170010780,190.28059753,Homem,33,998
Tocantins,170010780,190.28059753,Homem,30,650
Tocantins,170010780,203.1055824,Homem,22,600
Tocantins,170010780,203.1055824,Homem,28,600
Tocantins,170010780,203.1055824,Mulher,24,1000
Tocantins,170010780,198.43760944,Homem,35,3000
Tocantins,170010780,198.43760944,Mulher,33,1000
Tocantins,170010780,167.95838273,Mulher,55,2000
Tocantins,170010780,181.39428888,Mulher,44,1174
Tocantins,170010780,181.39428888,Homem,53,2300
Tocantins,170010780,203.20374982,Homem,43,2500
Tocantins,170011073,103.53826674,Mulher,56,3000
Tocantins,170011073,103.53826674,Homem,51,900
Tocantins,170011073,110.61318386,Homem,41,998
Tocantins,170011073,108.15699032,Mulher,45,1210
Tocantins,170011073,108.15699032,Mulher,23,1300
Tocantins,170011073,111.04990563,Homem,52,1300
Tocantins,170011073,111.04990563,Homem,21,998
Tocantins,170011073,111.04990563,Homem,25,998
Tocantins,170011073,112.56934428,Homem,37,1000
Tocantins,170011073,117.83200867,Mulher,25,200
Tocantins,170011073,117.2659044,Mulher,31,1000
Tocantins,170011073,117.2659044,Homem,36,1000
Tocantins,170011073,101.12387296,Mulher,62,3000
Tocantins,170011073,101.12387296,Homem,45,3000
Tocantins,170011073,101.12387296,Mulher,41,998
Tocantins,170011073,84.5184082,Mulher,55,998
Tocantins,170011073,84.5184082,Homem,50,800
Tocantins,170012268,323.77442824,Mulher,23,200
Tocantins,170012268,323.77442824,Homem,25,720
Tocantins,170012268,299.8937016,Mulher,24,1500
Tocantins,170012268,299.8937016,Homem,21,998
Tocantins,170012268,222.32269951,Mulher,51,1397
Tocantins,170012268,222.32269951,Mulher,30,998
Tocantins,170012268,294.87100345,Homem,33,2000
Tocantins,170012268,304.27379816,Homem,37,998
Tocantins,170012268,245.93903242,Homem,42,1000
Tocantins,170012268,245.93903242,Mulher,37,2000
Tocantins,170012268,245.93903242,Mulher,19,700
Tocantins,170012268,235.39649831,Mulher,49,1200
Tocantins,170012268,253.76818533,Mulher,40,998
Tocantins,170012268,253.76818533,Homem,46,998
Tocantins,170012268,266.1970646,Homem,20,1100
Tocantins,170012268,287.92205843,Mulher,30,1600
Tocantins,170012268,287.92205843,Homem,30,1990
Tocantins,170012268,234.95866467,Homem,34,1000
Tocantins,170012620,337.70813281,Homem,17,500
Tocantins,170012620,396.28143256,Mulher,30,1300
Tocantins,170012620,396.28143256,Homem,35,1000
Tocantins,170012620,426.41864985,Homem,31,1000
Tocantins,170012620,348.99510901,Homem,46,6000
Tocantins,170012620,328.40940507,Homem,46,1300
Tocantins,170012620,328.40940507,Mulher,48,1000
Tocantins,170012620,285.33213426,Homem,57,1000
Tocantins,170012620,285.33213426,Mulher,54,998
Tocantins,170012620,285.81817416,Mulher,55,500
Tocantins,170016750,283.20236207,Mulher,34,250
Tocantins,170016750,220.50041214,Homem,58,3000
Tocantins,170016750,265.6587453,Mulher,41,998
Tocantins,170016750,265.6587453,Homem,32,500
Tocantins,170016750,265.6587453,Homem,17,998
Tocantins,170016750,218.68312944,Homem,54,998
Tocantins,170016750,300.9190129,Homem,24,1498
Tocantins,170016750,300.9190129,Mulher,31,1230
Tocantins,170016750,219.66309857,Homem,53,800
Tocantins,170016750,242.90937091,Mulher,54,150
Tocantins,170016750,281.26228612,Homem,37,998
Tocantins,170016750,281.26228612,Mulher,19,150
Tocantins,170016750,302.58143194,Homem,19,120
Tocantins,170016750,261.68256576,Mulher,45,998
Tocantins,170017158,296.00950064,Mulher,54,300
Tocantins,170017158,296.00950064,Homem,46,200
Tocantins,170017158,253.01761383,Mulher,57,998
Tocantins,170017158,320.44117886,Homem,55,2500
Tocantins,170017158,320.44117886,Homem,22,700
Tocantins,170017158,320.44117886,Homem,19,998
Tocantins,170017158,320.44117886,Homem,18,700
Tocantins,170017158,367.42778789,Mulher,41,1500
Tocantins,170017158,367.42778789,Mulher,23,1050
Tocantins,170017158,335.09382452,Homem,49,1200
Tocantins,170017158,249.26335632,Homem,56,1500
Tocantins,170017158,249.26335632,Mulher,53,300
Tocantins,170017158,277.69759168,Mulher,50,350
Tocantins,170017158,317.22073229,Homem,61,80
Tocantins,170017158,317.22073229,Homem,36,1200
Tocantins,170017158,317.22073229,Mulher,32,400
Tocantins,170017158,317.22073229,Mulher,20,400
Tocantins,170017158,318.53100763,Homem,56,600
Tocantins,170017158,318.53100763,Mulher,41,400
Tocantins,170017158,318.53100763,Homem,23,998
Tocantins,170017158,318.53100763,Mulher,19,998
Tocantins,170017158,305.856476,Homem,40,3000
Tocantins,170017158,340.4478733,Mulher,37,998
Tocantins,170017695,166.73531197,Mulher,51,100
Tocantins,170017695,166.73531197,Homem,31,200
Tocantins,170017695,132.80448893,Homem,52,800
Tocantins,170017695,149.64815991,Mulher,67,400
Tocantins,170017695,149.64815991,Homem,69,100
Tocantins,170017695,215.56814607,Mulher,21,600
Tocantins,170017695,215.56814607,Homem,24,300
Tocantins,170017695,195.19375597,Mulher,29,120
Tocantins,170017695,195.19375597,Homem,35,2200
Tocantins,170017695,132.32101011,Mulher,63,80
Tocantins,170017695,156.78223912,Homem,61,1200
Tocantins,170017695,156.78223912,Mulher,33,998
Tocantins,170017695,224.34248021,Homem,24,3000
Tocantins,170017695,126.33283192,Mulher,45,400
Tocantins,170017695,165.56049412,Homem,18,200
Tocantins,170017695,165.56049412,Homem,15,10
Tocantins,170017695,166.14013714,Homem,52,1800
Tocantins,170017695,166.14013714,Mulher,42,1800
Tocantins,170017695,166.14013714,Mulher,19,400
Tocantins,170018541,228.88309193,Homem,63,500
Tocantins,170018541,298.42829902,Homem,24,500
Tocantins,170018541,282.73455543,Mulher,33,300
Tocantins,170018541,282.73455543,Homem,40,240
Tocantins,170018541,262.43605712,Mulher,41,3300
Tocantins,170018541,262.43605712,Homem,43,2800
Tocantins,170018541,237.60397016,Mulher,45,250
Tocantins,170018541,237.60397016,Mulher,19,120
Tocantins,170018541,289.93251122,Homem,31,998
Tocantins,170018541,250.62285952,Homem,57,998
Tocantins,170018541,271.11686251,Homem,36,998
Tocantins,170018541,256.41923202,Homem,54,300
Tocantins,170018850,242.67723788,Homem,39,700
Tocantins,170018850,242.67723788,Mulher,30,350
Tocantins,170018850,188.8997977,Homem,77,200
Tocantins,170018850,227.93119584,Homem,43,150
Tocantins,170018850,198.30635474,Homem,72,30
Tocantins,170018850,234.41278341,Mulher,36,998
Tocantins,170018850,234.41278341,Homem,38,1850
Tocantins,170018850,234.41278341,Homem,21,998
Tocantins,170018850,194.41868646,Mulher,35,1300
Tocantins,170019076,158.5765089,Homem,59,700
Tocantins,170019076,163.33275697,Homem,62,1000
Tocantins,170019076,203.15888726,Mulher,34,1000
Tocantins,170019076,203.15888726,Homem,34,1300
Tocantins,170019076,187.66113081,Homem,36,1000
Tocantins,170019076,187.66113081,Mulher,33,550
Tocantins,170019076,181.8646324,Homem,52,400
Tocantins,170019076,181.8646324,Mulher,34,200
Tocantins,170019076,181.8646324,Homem,16,120
Tocantins,170019076,238.92968259,Homem,20,1000
Tocantins,170019076,195.27684572,Homem,44,2000
Tocantins,170019076,218.14483507,Homem,44,998
Tocantins,170019076,218.14483507,Mulher,22,600
Tocantins,170019076,197.08637775,Homem,48,150
Tocantins,170019076,176.43467364,Mulher,34,2006
Tocantins,170019995,422.51028298,Homem,30,3000
Tocantins,170019995,421.01039514,Mulher,41,500
Tocantins,170019995,405.27389142,Homem,62,1300
Tocantins,170019995,405.27389142,Homem,45,1000
Tocantins,170019995,405.27389142,Mulher,25,1000
Tocantins,170019995,370.28361502,Mulher,42,3000
Tocantins,170019995,424.20443682,Homem,47,1350
Tocantins,170019995,389.86627665,Mulher,51,3000
Tocantins,170019995,389.86627665,Homem,49,1000
Tocantins,170019995,389.86627665,Homem,48,1000
Tocantins,170019995,399.76865425,Mulher,54,2000
Tocantins,170019995,399.76865425,Homem,55,2000
Tocantins,170019995,399.76865425,Homem,21,2000
Tocantins,170019995,439.63330605,Homem,28,100
Tocantins,170019995,445.70755132,Homem,48,1000
Tocantins,170019995,445.70755132,Homem,23,2000
Tocantins,170019995,506.58133182,Homem,29,1500
Tocantins,170019995,506.58133182,Mulher,29,1500
Tocantins,170019995,426.89972541,Mulher,50,1100
Tocantins,170019995,466.06271452,Homem,33,2000
Tocantins,170026585,56.7247818,Mulher,24,1500
Tocantins,170026585,50.06402861,Mulher,28,600
Tocantins,170026585,54.42321697,Homem,33,1100
Tocantins,170026585,48.81340562,Mulher,55,150
Tocantins,170026585,48.81340562,Homem,49,200
Tocantins,170026585,48.81340562,Mulher,30,500
Tocantins,170026585,48.81340562,Mulher,15,50
Tocantins,170026585,52.86097124,Homem,41,500
Tocantins,170026585,58.48762293,Homem,35,9680
Tocantins,170026585,58.48762293,Mulher,22,600
Tocantins,170026585,44.35261011,Mulher,37,200
Tocantins,170026585,40.1094691,Mulher,69,1000
Tocantins,170026585,40.1094691,Mulher,38,998
Tocantins,170026585,40.1094691,Homem,45,998
Tocantins,170026585,49.11585244,Homem,50,3600
Tocantins,170026585,49.11585244,Mulher,46,4500
Tocantins,170026585,48.69001688,Homem,54,600
Tocantins,170026585,48.69001688,Homem,19,1000
Tocantins,170026585,48.69001688,Mulher,33,990
Tocantins,170027807,245.02133496,Mulher,24,500
Tocantins,170027807,245.02133496,Homem,32,998
Tocantins,170027807,263.91814411,Mulher,24,500
Tocantins,170027807,263.91814411,Homem,27,1000
Tocantins,170027807,210.26435259,Homem,55,1500
Tocantins,170027807,210.26435259,Mulher,42,1500
Tocantins,170027807,205.30356226,Mulher,44,2000
Tocantins,170027807,205.30356226,Homem,48,998
Tocantins,170027807,203.70017249,Mulher,41,3500
Tocantins,170027807,203.70017249,Homem,46,4000
Tocantins,170027807,157.18174962,Mulher,37,2300
Tocantins,170027807,266.64317804,Homem,21,1200
Tocantins,170027807,211.82570628,Mulher,27,2900
Tocantins,170027807,211.82570628,Homem,33,998
Tocantins,170027807,250.69633068,Mulher,18,900
Tocantins,170027807,205.62893233,Mulher,37,1240
Tocantins,170027807,205.62893233,Homem,47,2000
Tocantins,170031013,187.37457873,Mulher,18,1000
Tocantins,170031013,187.37457873,Homem,21,1300
Tocantins,170031013,162.30299056,Homem,43,2000
Tocantins,170031013,162.30299056,Mulher,43,998
Tocantins,170031013,162.30299056,Homem,23,400
Tocantins,170031013,161.66700709,Mulher,34,300
Tocantins,170031013,161.66700709,Homem,35,500
Tocantins,170031013,140.61631133,Homem,52,1500
Tocantins,170031013,146.25396554,Mulher,53,998
Tocantins,170031013,146.25396554,Homem,47,1996
Tocantins,170031013,146.25396554,Homem,35,700
Tocantins,170031013,183.40233221,Mulher,24,998
Tocantins,170031013,183.40233221,Homem,41,1996
Tocantins,170031013,186.15487533,Mulher,21,998
Tocantins,170031013,186.15487533,Homem,33,800
Tocantins,170031013,136.5782208,Mulher,50,200
Tocantins,170000279,136.66928629,Mulher,37,998
Tocantins,170000279,136.66928629,Homem,37,998
Tocantins,170000279,149.19313332,Homem,46,400
Tocantins,170000279,110.2114472,Mulher,56,2400
Tocantins,170000279,158.55779891,Mulher,41,400
Tocantins,170000279,158.55779891,Homem,36,400
Tocantins,170000279,136.21432509,Mulher,45,200
Tocantins,170000279,136.21432509,Homem,39,200
Tocantins,170000279,163.19152857,Homem,35,400
Tocantins,170000279,129.8574438,Mulher,34,2000
Tocantins,170000279,155.10797381,Homem,46,2400
Tocantins,170000279,140.43048418,Mulher,44,998
Tocantins,170000279,155.95266675,Homem,36,998
Tocantins,170000425,63.12328445,Homem,52,1500
Tocantins,170000425,82.12291891,Homem,44,1500
Tocantins,170000425,99.93366101,Homem,26,998
Tocantins,170000425,79.06427745,Homem,58,400
Tocantins,170000425,81.31370944,Homem,47,700
Tocantins,170000425,69.61786315,Homem,49,700
Tocantins,170000425,92.19009833,Homem,20,500
Tocantins,170000425,71.77694827,Homem,35,500
Tocantins,170000425,74.27729907,Homem,45,3300
Tocantins,170000425,79.64032344,Homem,54,998
Tocantins,170000425,79.64032344,Homem,27,1000
Tocantins,170000425,69.58336648,Homem,61,12000
Tocantins,170000517,163.81314632,Homem,38,200
Tocantins,170000517,136.3748835,Homem,57,250
Tocantins,170000517,158.66135683,Homem,48,200
Tocantins,170000517,158.66135683,Homem,24,200
Tocantins,170000517,135.25794771,Homem,57,1000
Tocantins,170000517,129.06591408,Homem,75,600
Tocantins,170000517,144.46453028,Homem,55,1000
Tocantins,170000517,144.46453028,Homem,20,120
Tocantins,170000517,118.04686658,Homem,84,350
Tocantins,170000517,139.36796352,Homem,51,1000
Tocantins,170000517,147.26552102,Homem,53,250
Tocantins,170000517,131.64444923,Homem,63,200
Tocantins,170000517,135.5980643,Homem,73,200
Tocantins,170000517,135.5980643,Mulher,66,350
Tocantins,170000562,105.30328662,Homem,36,1250
Tocantins,170000562,77.48227856,Homem,80,550
Tocantins,170000562,84.38554566,Homem,65,200
Tocantins,170000562,106.96718927,Homem,33,350
Tocantins,170000562,94.2898176,Mulher,39,300
Tocantins,170000562,112.3816785,Homem,35,998
Tocantins,170000562,76.10126744,Homem,64,600
Tocantins,170000562,102.00521825,Mulher,37,2500
Tocantins,170000562,102.00521825,Homem,39,3000
Tocantins,170000562,102.00521825,Homem,28,998
Tocantins,170000562,116.61293786,Homem,26,998
Tocantins,170000562,109.27702268,Homem,34,400
Tocantins,170000562,114.0241505,Homem,22,1200
Tocantins,170000562,88.75419512,Homem,35,500
Tocantins,170002359,152.48040502,Homem,33,2500
Tocantins,170002359,152.48040502,Mulher,31,500
Tocantins,170002359,138.05539568,Mulher,40,1500
Tocantins,170002359,138.72470063,Homem,45,500
Tocantins,170002359,114.04902967,Homem,51,400
Tocantins,170002359,126.20353444,Homem,45,5000
Tocantins,170002359,114.04902967,Homem,54,500
Tocantins,170002359,114.92015281,Homem,57,2700
Tocantins,170002359,136.75271007,Homem,50,1500
Tocantins,170002359,114.92015281,Homem,58,200
Tocantins,170002359,145.98412278,Mulher,27,300
Tocantins,170002359,145.98412278,Homem,30,1700
Tocantins,170002526,74.05536274,Mulher,67,998
Tocantins,170002526,82.66737258,Homem,44,500
Tocantins,170002526,88.00390353,Mulher,36,998
Tocantins,170002526,112.54468211,Homem,23,998
Tocantins,170002526,112.54468211,Mulher,24,998
Tocantins,170002526,104.48677261,Mulher,29,400
Tocantins,170002526,105.91167015,Mulher,25,998
Tocantins,170003535,90.5183861,Homem,50,998
Tocantins,170003535,94.74536175,Homem,44,1200
Tocantins,170003535,98.2748539,Homem,37,1000
Tocantins,170003535,98.2748539,Mulher,33,2200
Tocantins,170003535,93.8117753,Homem,46,800
Tocantins,170003535,80.31825604,Homem,47,500
Tocantins,170003535,80.31825604,Mulher,46,2600
Tocantins,170003535,96.51653884,Homem,36,1250
Tocantins,170003535,96.51653884,Homem,16,200
Tocantins,170003535,95.17399231,Homem,33,1000
Tocantins,170003535,95.77734502,Homem,29,1000
Tocantins,170003535,98.42038294,Homem,28,1250
Tocantins,170003535,98.42038294,Mulher,31,600
Tocantins,170003535,80.31825604,Homem,45,550
Tocantins,170003535,80.31825604,Mulher,45,510
Tocantins,170003535,71.31657153,Homem,60,500
Tocantins,170003745,89.68584994,Homem,70,1500
Tocantins,170003745,99.07332734,Homem,26,2500
Tocantins,170003745,84.2736469,Homem,70,250
Tocantins,170003745,104.46008514,Homem,53,1996
Tocantins,170003745,104.46008514,Mulher,23,998
Tocantins,170003745,104.46008514,Homem,27,1996
Tocantins,170003745,75.79575364,Homem,66,2000
Tocantins,170003745,87.50397709,Homem,65,1000
Tocantins,170003745,87.50397709,Homem,33,1000
Tocantins,170003745,84.06372272,Mulher,74,998
Tocantins,170003745,84.06372272,Homem,38,1000
Tocantins,170003745,90.61497175,Homem,46,800
Tocantins,170003745,90.61497175,Homem,19,1200
Tocantins,170003745,93.19671594,Homem,37,1200
Tocantins,170003745,82.89427826,Homem,66,300
Tocantins,170003745,88.95841923,Homem,17,150
Tocantins,170003869,203.92439997,Homem,39,700
Tocantins,170003869,187.703175,Homem,23,998
Tocantins,170003869,246.01566446,Homem,21,998
Tocantins,170003869,211.02607718,Homem,32,1000
Tocantins,170003869,211.02607718,Mulher,27,200
Tocantins,170004374,133.01048833,Homem,21,998
Tocantins,170004374,133.01048833,Homem,18,300
Tocantins,170004374,94.03841816,Homem,51,350
Tocantins,170004374,91.97646399,Homem,68,4000
Tocantins,170004374,137.50950427,Homem,37,1000
Tocantins,170004374,100.590366,Homem,68,650
Tocantins,170004374,92.09002751,Mulher,56,250
Tocantins,170004374,92.09002751,Homem,60,998
Tocantins,170004374,90.88751302,Homem,66,6733
Tocantins,170004374,92.09002751,Homem,61,200
Tocantins,170004374,142.39460685,Homem,33,1400
Tocantins,170004374,95.73257161,Homem,52,650
Tocantins,170004374,125.43686318,Homem,45,450
Tocantins,170004374,125.43686318,Mulher,46,50
Tocantins,170004374,125.43686318,Homem,23,300
Tocantins,170004374,125.43686318,Homem,20,350
Tocantins,170004374,125.43686318,Mulher,17,250
Tocantins,170004374,90.10969398,Homem,59,2000
Tocantins,170004374,136.75183053,Homem,49,250
Tocantins,170004374,136.75183053,Homem,22,250
Tocantins,170004374,136.75183053,Homem,20,220
Tocantins,170005997,114.02642504,Mulher,46,1800
Tocantins,170005997,122.63738597,Homem,33,998
Tocantins,170005997,122.63738597,Mulher,33,998
Tocantins,170005997,127.02959822,Homem,44,998
Tocantins,170005997,119.38214473,Mulher,43,200
Tocantins,170005997,107.08933839,Mulher,54,150
Tocantins,170005997,106.34980516,Homem,55,998
Tocantins,170007366,116.80063121,Homem,22,3000
Tocantins,170007366,81.97258877,Homem,75,240
Tocantins,170007366,86.35007184,Homem,52,600
Tocantins,170007366,86.35007184,Mulher,46,60
Tocantins,170007366,108.24610755,Homem,60,625
Tocantins,170007366,108.24610755,Homem,22,500
Tocantins,170007366,84.56097674,Homem,60,100
Tocantins,170007366,83.1062349,Mulher,73,1700
Tocantins,170007366,93.2767285,Homem,64,700
Tocantins,170007366,93.2767285,Mulher,55,700
Tocantins,170007366,83.45677683,Homem,69,83
Tocantins,170007366,116.50525083,Homem,36,1125
Tocantins,170007366,116.50525083,Homem,16,250
Tocantins,170007366,117.11985327,Homem,33,65
Tocantins,170007366,136.74990941,Homem,25,998
Tocantins,170010651,217.29361619,Homem,44,500
Tocantins,170010651,215.03304751,Homem,47,200
Tocantins,170010651,310.52540532,Homem,22,700
Tocantins,170010651,269.09964052,Homem,41,300
Tocantins,170010651,269.09964052,Mulher,34,400
Tocantins,170011786,178.9409121,Homem,47,1000
Tocantins,170011786,204.05170853,Homem,28,1000
Tocantins,170011786,135.93531494,Mulher,42,200
Tocantins,170011786,162.57253123,Homem,83,600
Tocantins,170012009,131.59985391,Homem,23,800
Tocantins,170012009,98.45531644,Homem,42,2000
Tocantins,170012009,98.45531644,Homem,34,2000
Tocantins,170012009,98.99277684,Homem,56,998
Tocantins,170012009,98.99277684,Homem,22,998
Tocantins,170012009,98.99277684,Homem,19,2000
Tocantins,170012009,105.94939023,Homem,45,800
Tocantins,170012009,90.50856447,Homem,39,998
Tocantins,170012009,111.7197593,Homem,48,2000
Tocantins,170012009,92.3908115,Homem,63,300
Tocantins,170012009,106.52925537,Homem,44,998
Tocantins,170012009,106.52925537,Homem,38,998
Tocantins,170012009,107.96602667,Homem,47,1200
Tocantins,170012009,99.0983387,Mulher,39,4000
Tocantins,170012009,99.0983387,Homem,41,1300
Tocantins,170013610,90.57075229,Homem,44,600
Tocantins,170013610,76.629796,Homem,51,1497
Tocantins,170013610,105.82225566,Mulher,26,998
Tocantins,170013610,105.82225566,Homem,33,1497
Tocantins,170013610,113.95896265,Homem,23,2994
Tocantins,170013610,91.34856929,Homem,34,1500
Tocantins,170013610,99.50088614,Homem,42,998
Tocantins,170013610,118.73626973,Homem,22,1200
Tocantins,170013610,90.99492609,Homem,71,1300
Tocantins,170013610,81.77381387,Homem,55,1100
Tocantins,170013610,90.98509168,Homem,41,1200
Tocantins,170013610,118.73626973,Homem,23,600
Tocantins,170013610,71.90412461,Homem,81,1200
Tocantins,170013610,109.4401242,Homem,33,1800
Tocantins,170013610,109.4401242,Homem,35,1600
Tocantins,170014806,95.40072973,Homem,53,200
Tocantins,170014806,95.40072973,Mulher,48,998
Tocantins,170014806,94.83009541,Homem,58,998
Tocantins,170014806,94.83009541,Mulher,50,3900
Tocantins,170014806,102.33091988,Homem,59,500
Tocantins,170014806,122.89264232,Homem,47,1400
Tocantins,170014806,116.2444915,Homem,40,850
Tocantins,170014806,94.08203607,Homem,70,350
Tocantins,170014806,106.02181814,Homem,57,1200
Tocantins,170014806,120.71377946,Mulher,18,300
Tocantins,170014806,120.71377946,Homem,27,200
Tocantins,170014806,121.27651857,Homem,36,2000
Tocantins,170015930,94.86813126,Mulher,49,2000
Tocantins,170015930,99.8338383,Mulher,44,1300
Tocantins,170015930,99.8338383,Mulher,25,1000
Tocantins,170015930,99.84468372,Mulher,31,1500
Tocantins,170015930,102.1672786,Homem,36,3000
Tocantins,170015930,102.1672786,Mulher,40,1300
Tocantins,170015930,117.80487588,Homem,33,3000
Tocantins,170015930,102.2406413,Mulher,20,250
Tocantins,170015930,87.96398486,Mulher,20,175
Tocantins,170016005,84.07463431,Homem,40,1400
Tocantins,170016005,73.06397689,Homem,55,1000
Tocantins,170016005,73.06397689,Mulher,44,150
Tocantins,170016005,70.51014503,Homem,70,800
Tocantins,170016005,70.51014503,Mulher,67,400
Tocantins,170016005,85.69314795,Homem,50,998
Tocantins,170016005,85.69314795,Homem,28,700
Tocantins,170016005,75.64703306,Homem,41,1200
Tocantins,170016005,90.73168872,Homem,43,4000
Tocantins,170016005,90.73168872,Homem,19,1200
Tocantins,170016005,71.39020568,Homem,76,3000
Tocantins,170016005,86.06233745,Homem,62,5000
Tocantins,170016005,92.0405591,Homem,41,998
Tocantins,170017336,85.7521229,Homem,61,1200
Tocantins,170017336,117.68849632,Homem,56,1500
Tocantins,170017336,112.65036823,Homem,29,1200
Tocantins,170017336,99.0955186,Mulher,50,400
Tocantins,170017336,99.0955186,Homem,16,300
Tocantins,170017336,85.1718557,Homem,72,1500
Tocantins,170017336,133.01945898,Homem,33,300
Tocantins,170019673,70.63375518,Homem,70,1000
Tocantins,170019673,70.63375518,Homem,41,650
Tocantins,170019673,84.26526361,Homem,48,980
Tocantins,170019673,84.25396077,Homem,37,1960
Tocantins,170019673,76.98239874,Homem,52,2000
Tocantins,170019673,76.98239874,Homem,45,998
Tocantins,170019673,77.99099113,Homem,46,1996
Tocantins,170019673,64.18952864,Mulher,50,200
Tocantins,170019673,86.82812763,Homem,45,1200
Tocantins,170019673,65.52114901,Homem,77,333
Tocantins,170019673,89.32767408,Homem,37,1500
Tocantins,170019673,63.43819191,Homem,77,1000
Tocantins,170019673,73.91145437,Mulher,39,1600
Tocantins,170025188,133.16486585,Homem,36,1000
Tocantins,170025188,133.16486585,Mulher,26,1250
Tocantins,170025188,112.38455876,Homem,51,800
Tocantins,170025188,112.38455876,Homem,22,325
Tocantins,170025188,139.67456015,Homem,31,1200
Tocantins,170025188,124.83423248,Homem,40,998
Tocantins,170025188,118.03140491,Homem,41,998
Tocantins,170025188,108.23657842,Homem,52,500
Tocantins,170025188,120.83213158,Homem,41,1200
Tocantins,170025188,120.83213158,Mulher,32,2000
Tocantins,170025188,110.82681093,Homem,63,3000
Tocantins,170025188,125.31450428,Homem,38,1500
Tocantins,170025188,125.31450428,Mulher,42,1058
Tocantins,170025188,113.31546834,Homem,42,2500
Tocantins,170025188,120.66144719,Homem,34,998
Tocantins,170028000,143.12970857,Homem,56,6000
Tocantins,170028000,143.1017938,Homem,69,916
Tocantins,170028000,153.75217001,Homem,47,300
Tocantins,170028000,153.75217001,Mulher,43,50
Tocantins,170028000,153.75217001,Homem,21,300
Tocantins,170028000,128.01769397,Homem,67,1166
Tocantins,170028000,148.55104825,Homem,43,700
Tocantins,170028000,146.890174,Mulher,41,1000
Tocantins,170028000,146.890174,Homem,44,500
Tocantins,170028000,148.85621763,Homem,69,800
Tocantins,170028000,114.67932455,Homem,59,1000
Tocantins,170028000,121.4679958,Homem,65,550
Tocantins,170028000,114.87467137,Homem,51,1200
Tocantins,170028000,140.89110669,Homem,55,300
Tocantins,170028000,140.89110669,Mulher,54,1200
Tocantins,170028000,140.89110669,Homem,31,998
Tocantins,170028000,118.82907275,Homem,64,550
Tocantins,170028000,135.01358778,Homem,69,500
Tocantins,170028000,135.01358778,Homem,46,1300
Tocantins,170028000,126.74502181,Homem,51,2000
Tocantins,170028498,119.36577381,Homem,79,3000
Tocantins,170028498,129.37553553,Homem,45,800
Tocantins,170028498,121.31420316,Homem,46,500
Tocantins,170028498,143.72919385,Homem,38,400
Tocantins,170028498,133.68189071,Homem,32,998
Tocantins,170028498,142.91816774,Homem,58,1200
Tocantins,170028498,112.84282162,Homem,62,500
Tocantins,170028498,145.97107513,Homem,48,500
Tocantins,170028498,152.60419535,Homem,39,700
Tocantins,170029444,137.6690689,Homem,39,700
Tocantins,170029444,137.6690689,Homem,37,700
Tocantins,170029444,120.32442331,Mulher,61,400
Tocantins,170029444,120.32442331,Mulher,41,400
Tocantins,170029444,120.32442331,Homem,31,500
Tocantins,170029444,120.32442331,Homem,18,500
Tocantins,170029444,119.30620099,Mulher,38,350
Tocantins,170029444,119.30620099,Homem,37,450
Tocantins,170029444,124.01283553,Homem,54,200
Tocantins,170029444,127.76717135,Mulher,39,500
Tocantins,170029444,117.03737549,Homem,46,2000
Tocantins,170029444,121.44569948,Homem,48,2120
Tocantins,170029444,121.44569948,Homem,21,1100
Tocantins,170029643,289.93246192,Homem,52,400
Tocantins,170029643,289.93246192,Mulher,43,1500
Tocantins,170029643,303.52848754,Homem,36,2000
Tocantins,170029643,237.12150926,Homem,77,1000
Tocantins,170029643,294.42609225,Homem,43,5000
Tocantins,170029643,295.25463454,Homem,40,3100
Tocantins,170029643,321.85968774,Homem,38,500
Tocantins,170029643,263.2148073,Homem,40,1200
Tocantins,170029643,277.71436257,Homem,46,998
Tocantins,170029643,277.71436257,Mulher,45,998
Tocantins,170031861,89.56100205,Homem,34,1400
Tocantins,170031861,67.20417117,Homem,60,400
Tocantins,170031861,80.11375376,Homem,42,300
